"統一編號","公司名稱","公司地址","資本總額","實收資本額","在境內營運資金","公司狀態","產製日期"
"16216505","山水米實業股份有限公司","苗栗縣苑裡鎮玉田里玉田91之2號","10000000","10000000"," ","核准設立","20260401023753"
"16219931","美實企業有限公司","臺中市北區金龍里三民路三段315巷5號1樓","500000"," "," ","解散","20260401023753"
"16221675","堉勝營造有限公司","南投縣水里鄉南光村八德街60號1樓","3600000"," "," ","核准設立","20260401023753"
"16221752","龍穴酒坊有限公司","臺中市西屯區河南路一段56號","12000000"," "," ","核准設立","20260401023753"
"16222366","翠柏林企業股份有限公司","高雄市三民區立志街75巷10之1號","5000000","5000000"," ","核准設立","20260401023753"
"16231858","怡暖實業有限公司","高雄市湖內區湖東里東方路一○五巷四弄一六號","1000000"," "," ","解散","20260401023753"
"16233791","沐信環境工程有限公司","臺南市永康區塩行里中正南路640之3號","15000000"," "," ","核准設立","20260401023753"
"16236951","八方行食品股份有限公司","臺北市中山區民族東路410巷23弄1號1樓","39000000","39000000"," ","核准設立","20260401023753"
"16240385","統望有限公司","臺東縣臺東市中山里中華路一段416號","13000000"," "," ","核准設立","20260401023753"
"16241624","新風動企業有限公司","臺中市南區仁德街22號1樓","1000000"," "," ","核准設立","20260401023753"
"16241820","喜味薌餐廳有限公司","臺中市大里區仁化路七八六號","2000000"," "," ","解散","20260401023753"
"16243708","麗美貿易有限公司","雲林縣虎尾鎮東屯里大屯2號","5000000"," "," ","核准設立","20260401023753"
"16248443","百薪實業有限公司","新竹市復中里中央路三一七號一樓","5000000"," "," ","廢止","20260401023753"
"16254628","朱安管理顧問股份有限公司","新北市三峽區國光街111號2樓","10500000","10500000"," ","核准設立","20260401023753"
"16257337","達美林企業有限公司","新北市新莊區新樹路六號","1000000"," "," ","解散","20260401023753"
"16258758","富雅國際有限公司","屏東縣屏東市中正里廣東路652號2樓","5000000"," "," ","核准設立","20260401023753"
"16261888","巨禾食品有限公司","桃園市中壢區五權里環西路7號2樓","5000000"," "," ","核准設立","20260401023753"
"16265976","利邁實業有限公司","臺北市松山區南京東路4段1號8樓","5000000"," "," ","廢止","20260401023753"
"16266573","全益玻璃企業有限公司","新竹縣新埔鎮義民路三段431巷50弄80號1樓","5000000"," "," ","解散","20260401023753"
"16272463","悅凱有限公司","臺中市西屯區何德里寧夏路九八號","1000000"," "," ","解散","20260401023753"
"16276910","百翎企業有限公司","臺南市永康區中興街35巷8號1樓","5000000"," "," ","核准設立","20260401023753"
"16277045","高鵬有限公司","桃園市中壢區正光三街七八號","2000000"," "," ","撤銷","20260401023753"
"16277570","國琳開發股份有限公司","臺東縣臺東市中正里大同路236號6樓","28000000","28000000"," ","核准設立","20260401023753"
"16278494","將源實業有限公司","高雄市鳳山區北賢街86號","8200000"," "," ","核准設立","20260401023753"
"16283145","貝登堡國際開發有限公司","臺北市中山區復興北路346號1樓","1000000"," "," ","核准設立","20260401023753"
"16284947","滿馨樓有限公司","臺北市信義區松仁路186號1樓","1000000"," "," ","核准設立","20260401023753"
"16285517","新田服務企業有限公司","臺中市豐原區中陽路567巷13號","10000000"," "," ","解散","20260401023753"
"16286516","福爾摩莎雪茄股份有限公司","臺北市松山區復興北路369號9樓之2","52800000","52800000"," ","核准設立","20260401023753"
"16291074","通豪國際有限公司","臺北市萬華區西寧南路169號7樓","29500000"," "," ","核准設立","20260401023753"
"16303901","肇翊實業有限公司","臺北市中山區南京西路1之1號11樓","24000000"," "," ","解散","20260401023753"
"16306885","思柏股份有限公司","新北市汐止區大同路1段497號5樓","28000000","12000000"," ","核准設立","20260401023753"
"16309406","禾順欣業股份有限公司","臺北市萬華區廣州街247號1~6樓及地下1樓","22800000","22800000"," ","核准設立","20260401023753"
"16312789","犇亞商務股份有限公司","臺北市松山區復興北路99號14樓","110000000","110000000"," ","核准設立","20260401023753"
"16319002","普銳開發有限公司","臺北市信義區信義路4段375號7樓之8","25000000"," "," ","核准設立","20260401023753"
"16319523","雙鴻元國際事業有限公司","臺北市中山區中山北路2段118之1號3樓","25000000"," "," ","廢止","20260401023753"
"16322132","和風食品有限公司","臺北市內湖區江南街81號","2000000"," "," ","廢止","20260401023753"
"16323884","衣田國際有限公司","臺北市士林區天母西路50巷15之2號","6000000"," "," ","核准設立","20260401023753"
"16325969","亞仕商國際股份有限公司","臺北市中山區松江路87號10樓之2","60000000","60000000"," ","核准設立","20260401023753"
"16329183","嘉音國際有限公司","新北市板橋區合安一路25號3樓","5000000"," "," ","核准設立","20260401023753"
"16333736","津園企業有限公司","屏東縣屏東市斯文里中正路197之6號","5000000"," "," ","解散","20260401023753"
"16363668","遊山茶訪茶業股份有限公司","南投縣竹山鎮延平里延平路19號","20000000","20000000"," ","核准設立","20260401023753"
"16373390","仩豪企業有限公司","嘉義市北杏里中山路二九二號一樓","1000000"," "," ","解散","20260401023753"
"16379388","八福育樂有限公司","屏東縣東港鎮朝安里新生一路30-6號","1000000"," "," ","核准設立","20260401023753"
"16379401","天恩開發國際企業股份有限公司","嘉義縣中埔鄉金蘭村金蘭24-11號1樓","3000000","3000000"," ","核准設立","20260401023753"
"16382237","元凱資產有限公司","高雄市鳳山區立德街165號","1000000"," "," ","核准設立","20260401023753"
"16382623","連防科技有限公司","苗栗縣苗栗市福安里6鄰中華東街213號1樓","1500000"," "," ","核准設立","20260401023753"
"16384185","芳軒食品有限公司","新北市土城區民安街20巷3號5樓","1000000"," "," ","廢止","20260401023753"
"16384544","鷹象企業有限公司","嘉義市東區崇文里七鄰蘭井街二號一樓","6000000"," "," ","解散","20260401023753"
"16390601","泰迪熊企業股份有限公司","新北市淡水區中正路49號","5000000","5000000"," ","核准設立","20260401023753"
"16393157","立湘餐飲事業有限公司","桃園市桃園區宏昌五街七之四號四樓","3000000"," "," ","解散","20260401023753"
"16395577","正豐農畜產品有限公司","嘉義縣新港鄉南港村菜園28號","6000000"," "," ","核准設立","20260401023753"
"16397787","米勒莆企業有限公司","屏東縣屏東市豐源里林森路東段七一巷三一號","2000000"," "," ","撤銷","20260401023753"
"16399693","維用物業股份有限公司","臺中市西區忠誠里忠明南路40號12樓","10000000","10000000"," ","核准設立","20260401023753"
"16401895","唐華文化有限公司","嘉義市西區美源里興業西路61號","2000000"," "," ","核准設立","20260401023753"
"16409904","柚子花花股份有限公司","桃園市桃園區莊敬里中正路1270號1樓","4000000","4000000"," ","核准設立","20260401023753"
"16410867","美食園事業有限公司","臺中市后里區舊社里三重二路35號1樓","5000000"," "," ","核准設立","20260401023753"
"16419810","逸馨園有限公司","桃園市龜山區大同里大同路356巷33弄18號","12000000"," "," ","核准設立","20260401023753"
"16419902","豪饍管理企業有限公司","高雄市岡山區劉厝里登科街一二九號一樓","5000000"," "," ","解散","20260401023753"
"16422131","添興窯陶藝事業股份有限公司","南投縣集集鎮田寮里楓林巷9-3號","4200000","4200000"," ","核准設立","20260401023753"
"16422391","金東和企業有限公司","臺中市烏日區高鐵一路360號","9500000"," "," ","核准設立","20260401023753"
"16425735","翰文印刷設計事業有限公司","桃園市楊梅區裕成里裕成路214巷1弄17號","5000000"," "," ","核准設立","20260401023753"
"16427142","虹虹食品企業有限公司","彰化縣社頭鄉協和村山腳路四段一九二巷十五號","5000000"," "," ","廢止","20260401023753"
"16434853","宜華國際股份有限公司","臺北市中山區樂群二路199號","4360000000","4360000000"," ","核准設立","20260401023753"
"16447013","埔里農莊股份有限公司","臺中市西屯區福和里臺灣大道四段927號2樓","3000000000","2100000000"," ","核准設立","20260401023753"
"16448358","樹籽股份有限公司","臺北市中山區建國北路2段33號13樓之1","2360040000","2224980000"," ","核准設立","20260401023753"
"16450993","理想大地股份有限公司","花蓮縣壽豐鄉理想路1號","8200000000","7970000000"," ","核准設立","20260401023753"
"16452438","大帑殿企業有限公司","高雄市苓雅區大順三路106號1樓","5000000"," "," ","核准設立","20260401023753"
"16454689","米香食品股份有限公司","高雄市三民區九如一路61號3樓","480000000","376522000"," ","核准設立","20260401023753"
"16459621","三祐國際商業有限公司","高雄市苓雅區林中里四維二路203號","1200000"," "," ","廢止","20260401023753"
"16461035","瑪沙魯休閒育樂股份有限公司","臺東縣太麻里鄉美和村美和路110-8號1樓","5000000","5000000"," ","核准設立","20260401023753"
"16464883","竑景工程有限公司","高雄市小港區店陽街120號","5000000"," "," ","核准設立","20260401023753"
"16469629","海天智科有限公司","高雄市楠梓區元昌街91巷27號4樓之2","5000000"," "," ","核准設立","20260401023753"
"16472201","典佳食品有限公司","高雄市小港區華昌路99號","5000000"," "," ","廢止","20260401023753"
"16476059","味眾食品股份有限公司","高雄市鳥松區球場路文心巷23號1樓","10000000","10000000"," ","核准設立","20260401023753"
"16477487","雍鎰企業有限公司","高雄市阿蓮區崗山八街132號","5000000"," "," ","核准設立","20260401023753"
"16477901","鈤堅營造有限公司","屏東縣屏東市北興里公裕街353巷35弄30號2樓","3600000"," "," ","核准設立","20260401023753"
"16478985","賽華陀生技有限公司","高雄市鹽埕區瀨南街252號1樓","2000000"," "," ","核准設立","20260401023753"
"16479719","常鳴企業有限公司","高雄市三民區自立一路177巷25號4樓之5","1000000"," "," ","核准設立","20260401023753"
"16480878","台灣褲子大王百貨股份有限公司","高雄市前鎮區民權二路648之4號5樓","75000000","75000000"," ","核准設立","20260401023753"
"16485233","惠眾國際有限公司","桃園市平鎮區中正里中山路185號","10000000"," "," ","核准設立","20260401023753"
"16493959","世和食品股份有限公司","臺中市西屯區協和里工業區八路12號","20000000","20000000"," ","廢止","20260401023753"
"16496294","大地球電信有限公司","彰化縣員林市中山里中山路1段749號","4300000"," "," ","核准設立","20260401023753"
"16497770","饗宴餐飲事業有限公司","臺中市南區高工路168號","1200000"," "," ","解散","20260401023753"
"16498270","寶鮮代膳有限公司","苗栗縣後龍鎮龍坑里十班坑一五六︱四六號","2000000"," "," ","解散","20260401023753"
"16505131","昌億電業工程有限公司","宜蘭縣礁溪鄉匏崙村匏杓崙路華美巷35號1樓","6000000"," "," ","核准設立","20260401023753"
"16507454","崴達國際股份有限公司","高雄市前鎮區復興四路12號6樓之20","26500000","26500000"," ","核准設立","20260401023753"
"16511324","東信食品有限公司","新竹市虎林里牛埔北路二一四號","2000000"," "," ","解散","20260401023753"
"16522693","奇川工程企業有限公司","臺北市大安區復興南路2段181號1樓","10000000"," "," ","解散","20260401023753"
"16527085","伽碩企業有限公司","臺南市永康區埔園里2鄰中山路96號1樓","1000000"," "," ","核准設立","20260401023753"
"16527819","今明企業股份有限公司","宜蘭縣五結鄉陽明北路一○號六樓","10000000","10000000"," ","解散","20260401023753"
"16530779","山城人力資源管理顧問有限公司","苗栗縣苗栗市新英里5鄰新英60-7號","5000000"," "," ","解散","20260401023753"
"16530785","台灣優格食品股份有限公司","彰化縣線西鄉頂犁村草豐路501巷5號","25000000","25000000"," ","核准設立","20260401023753"
"16530835","上林餐飲事業股份有限公司","新北市新店區寶興路45巷5號(1樓)","16000000","16000000"," ","核准設立","20260401023753"
"16532643","永豐裕食品有限公司","嘉義縣民雄鄉大崎村14甲4之6號","5000000"," "," ","廢止","20260401023753"
"16535830","豐鼎有限公司","桃園市平鎮區新光路三段一三五巷七弄五號　","3000000"," "," ","解散","20260401023753"
"16541869","虹瑞有限公司","新竹縣新豐鄉新興路一六七︱一號一樓","1000000"," "," ","解散","20260401023753"
"16542261","徠力生有限公司","新北市土城區金城路1段129巷29號(1樓)","1000000"," "," ","核准設立","20260401023753"
"16548693","中孚量覺文化有限公司","新竹市四維路130號六樓之一","1000000"," "," ","核准設立","20260401023753"
"16549588","桃廚有限公司","桃園市大園區竹圍里成功街三一巷四號","1000000"," "," ","解散","20260401023753"
"16550000","軒成食品有限公司","屏東縣崁頂鄉北勢村後廍路24之10號","10000000"," "," ","核准設立","20260401023753"
"16552175","翰昕股份有限公司","臺南市北區永祥里實踐街103巷13弄8號","1000000","1000000"," ","核准設立","20260401023753"
"16554580","金錡實業有限公司","桃園市楊梅區瑞溪路一段一八二巷二一號二樓之一","5000000"," "," ","撤銷","20260401023753"
"16555791","坤昂有限公司","臺中市西區民權路三二○號一樓","4500000"," "," ","解散","20260401023753"
"16556829","特寧食品股份有限公司","臺中市南屯區永定里文昌街226巷35號1樓","9045000","9045000"," ","核准設立","20260401023753"
"16557382","長逢精緻小吃館有限公司","新北市三重區集美街115號1樓","1000000"," "," ","解散","20260401023753"
"16558570","岑恆企業股份有限公司","桃園市桃園區春日路一三七七號","20000000","20000000"," ","廢止","20260401023753"
"16560295","泰森食品有限公司","新北市林口區忠孝路616巷17號","5000000"," "," ","解散","20260401023753"
"16562532","協宏傳動有限公司","宜蘭縣五結鄉鎮安村溪濱路三段507巷2號1樓","1000000"," "," ","核准設立","20260401023753"
"16563378","口福香餐飲事業有限公司","桃園市桃園區大興路一六六號","3000000"," "," ","撤銷","20260401023753"
"16566489","美食有限公司","新北市土城區廣明街16號2樓","1000000"," "," ","廢止","20260401023753"
"16566925","北方御廚有限公司","臺中市北區太原南二街五三號一樓","2800000"," "," ","撤銷","20260401023753"
"16567109","口之慾企業有限公司","桃園市中壢區文化里長春路86號","2000000"," "," ","解散","20260401023753"
"16567451","繪能國際有限公司","高雄市三民區鼎泰街122號1樓","1000000"," "," ","核准設立","20260401023753"
"16572243","星期天食品股份有限公司","新竹市榮光里東門街四七號","11000000","11000000"," ","解散","20260401023753"
"16575332","膳良有限公司","屏東縣屏東市永安里棒球路二四○巷十一號一樓","5000000"," "," ","廢止","20260401023753"
"16576114","正忻企業有限公司","新竹縣湖口鄉中興街174號1樓","10000000"," "," ","核准設立","20260401023753"
"16577269","優都實業股份有限公司","桃園市楊梅區埔心里永美路162號(l樓)","10000000","10000000"," ","核准設立","20260401023753"
"16577752","聖鼎祥國際有限公司","新北市中和區中正路63號2樓","10000000"," "," ","核准設立","20260401023753"
"16580948","帝寶大飯店股份有限公司","臺中市太平區建和路一段19巷15號1樓","40000000","40000000"," ","核准設立","20260401023753"
"16581806","時藝多媒體傳播股份有限公司","臺北市南港區重陽路120號","300000000","200000000"," ","核准設立","20260401023753"
"16582875","仁皇實業有限公司","臺北市南港區福德街309巷36號1樓","5000000"," "," ","核准設立","20260401023753"
"16584310","侑泰行國際有限公司","臺北市信義區莊敬路289巷27號1樓","5000000"," "," ","核准設立","20260401023753"
"16586990","歐奇思乳酪工房有限公司","臺北市中山區新生北路3段3巷35號1樓","1000000"," "," ","解散","20260401023753"
"16590657","台北牛乳大王企業有限公司","臺北市大同區南京西路20號1樓","20000000"," "," ","核准設立","20260401023753"
"16596028","珞琳石動有限公司","臺北市大安區光復南路288號3樓之7","2000000"," "," ","廢止","20260401023753"
"16600037","靖麗有限公司","臺北市中山區南京東路1段15號3樓","2000000"," "," ","核准設立","20260401023753"
"16602632","春日井有限公司","臺北市大安區大安路1段175巷2、4號1樓","5000000"," "," ","解散","20260401023753"
"16605928","喜多村實業有限公司","臺北市中山區林森北路516號1樓","5000000"," "," ","廢止","20260401023753"
"16608018","善誠股份有限公司","臺南市六甲區菁埔里菁埔3號之1","600721330","200000000"," ","核准設立","20260401023753"
"16610703","全宥餐飲企業有限公司","臺北市內湖區金龍路203之5號","2000000"," "," ","解散","20260401023753"
"16619697","詠加國際有限公司","臺北市中山區民權東路1段72號11樓之11","11000000"," "," ","核准設立","20260401023753"
"16622588","森林小棧餐廳股份有限公司","新北市板橋區和平路174巷1弄2號","50000000","50000000"," ","廢止","20260401023753"
"16623003","雙銓製作有限公司","臺北市信義區松德路65號11樓之2","3000000"," "," ","核准設立","20260401023753"
"16646287","台灣長誠控股有限公司","新北市中和區中和路358號8樓之1","29500000"," "," ","核准設立","20260401023753"
"16646878","勇裕有限公司","桃園市桃園區中正路六十號八樓之廿七","2000000"," "," ","廢止","20260401023753"
"16649812","怡康寶有限公司","臺中市豐原區西湳里文昌東街三一號","1000000"," "," ","廢止","20260401023753"
"16650078","全國棧實業股份有限公司","臺中市沙鹿區斗抵里斗潭路三六號","25000000","25000000"," ","撤銷","20260401023753"
"16656910","元首大飯店有限公司","新竹市建功一路29號","32000000"," "," ","核准設立","20260401023753"
"16657827","別有洞天有限公司","新北市新店區順安街八三號地下層","1000000"," "," ","撤銷","20260401023753"
"16659676","昇暉食品有限公司","新竹縣竹北市東興路三一二巷八九巷三三號","3000000"," "," ","解散","20260401023753"
"16663004","卓佑被服有限公司","臺中市南區濟世街110號1樓","10000000"," "," ","核准設立","20260401023753"
"16663588","銘晟冷凍食品企業有限公司","新竹市舊社里光華二街一四六號","1000000"," "," ","解散","20260401023753"
"16663790","凡巧來餐飲業有限公司","桃園市大溪區瑞源里員林路三段152巷23號(1樓)","1000000"," "," ","核准設立","20260401023753"
"16667732","金谷國際企業有限公司","臺南市東區崇信街51巷9號","500000"," "," ","核准設立","20260401023753"
"16668198","金東山企業有限公司","臺中市西屯區何福里寧夏路70號11樓之1","5000000"," "," ","核准設立","20260401023753"
"16672003","玉傑實業有限公司","高雄市苓雅區永泰路99號2樓","2000000"," "," ","核准設立","20260401023753"
"16680003","復強食品有限公司","新北市樹林區忠愛街3號1樓","31000000"," "," ","解散","20260401023753"
"16680144","大廚師外燴有限公司","新北市新莊區中港路四八三巷十弄九號三樓","1000000"," "," ","解散","20260401023753"
"16680313","野菜村生技股份有限公司","高雄市前鎮區復興三路145、147號","6200000","6200000"," ","核准設立","20260401023753"
"16682396","吉緣堂企業有限公司","新竹市東香里富群街三十巷一弄十八號一樓","5000000"," "," ","解散","20260401023753"
"16685582","利勤食品股份有限公司","桃園市中壢區三光路八六號五樓","6000000","6000000"," ","解散","20260401023753"
"16689840","金誠益食品有限公司","屏東縣林邊鄉中林村美華路九十號一樓","3500000"," "," ","解散","20260401023753"
"16690889","鳳新電腦有限公司","高雄市鳳山區武營路285號","8000000"," "," ","核准設立","20260401023753"
"16692325","富貴國際有限公司","臺中市西屯區何德里寧夏路九八號","500000"," "," ","解散","20260401023753"
"16696069","生飲健企業有限公司","屏東縣屏東市文明里信義路八六號一樓","6000000"," "," ","廢止","20260401023753"
"16696201","雲林管理顧問有限公司","雲林縣斗六市信義里漢口路199號1樓","5000000"," "," ","廢止","20260401023753"
"16701197","上好佳企業有限公司","屏東縣潮州鎮同榮里西巿路33號","5800000"," "," ","核准設立","20260401023753"
"16702977","東海岸國際股份有限公司","花蓮縣花蓮市民權路90號","50000000","50000000"," ","核准設立","20260401023753"
"16703717","瀚鼎股份有限公司","臺北市信義區福德街300巷2號1樓","5000000","5000000"," ","核准設立","20260401023753"
"16709000","精元醫藥生技股份有限公司","臺中市北區文心路四段208之1號6樓之1","5000000","5000000"," ","核准設立","20260401023753"
"16709177","昌暘實業有限公司","嘉義市頭港里2鄰玉山路962號","1000000"," "," ","核准設立","20260401023753"
"16709584","謝記畜產食品有限公司","宜蘭縣五結鄉成興村利工二路78巷10號","3000000"," "," ","核准設立","20260401023753"
"16714088","貝世康工程股份有限公司","高雄市鼓山區明華路317號13樓之2","10000000","10000000"," ","核准設立","20260401023753"
"16717037","禾松開發有限公司","彰化縣溪州鄉溪州村進樂路14號1樓","5000000"," "," ","核准設立","20260401023753"
"16720244","福晟有限公司","屏東縣恆春鎮中正路85號","10000000"," "," ","核准設立","20260401023753"
"16720912","百毫企業有限公司","桃園市中壢區中興里榮安八街6號","2000000"," "," ","核准設立","20260401023753"
"16723397","源富食品有限公司","屏東縣潮州鎮蓬萊里江山路５３號","5000000"," "," ","廢止","20260401023753"
"16725254","豐世紀股份有限公司","嘉義市東區中庄里忠孝路627號1樓","88000000","88000000"," ","核准設立","20260401023753"
"16725819","鄉野企業有限公司","新北市汐止區忠孝東路二三四號","1000000"," "," ","解散","20260401023753"
"16725917","徐家堡食品有限公司","新北市樹林區保安街1段327之4號","1000000"," "," ","核准設立","20260401023753"
"16726731","悅園有限公司","臺東縣卑南鄉溫泉村龍泉路53巷5號","27000000"," "," ","核准設立","20260401023753"
"16728013","碩碧有限公司","花蓮縣新城鄉嘉新村嘉南一街43巷1號","16000000"," "," ","核准設立","20260401023753"
"16728409","怡饗美食股份有限公司","臺中市西屯區工業區十路11號之1","12000000","10000000"," ","核准設立","20260401023753"
"16734401","明峰餐飲事業有限公司","新竹縣竹北市十興里嘉興路四八五號","500000"," "," ","廢止","20260401023753"
"16735865","鐳銳科技有限公司","新北市板橋區長江路2段243號2樓","3600000"," "," ","核准設立","20260401023753"
"16737765","震菖實業有限公司","高雄市楠梓區大學三街53號2樓","32000000"," "," ","核准設立","20260401023753"
"16751317","佑華國際股份有限公司","臺北市中山區建國北路1段58號6樓","100000000","50000000"," ","廢止","20260401023753"
"16754898","沙山食品有限公司","臺北市大安區復興南路2段151巷8號4樓之5","25000000"," "," ","核准設立","20260401023753"
"16759084","福客食品有限公司","臺北市內湖區新明路116號4樓","10000000"," "," ","核准設立","20260401023753"
"16762519","福藏室內裝修設計有限公司","新北市三峽區中正路1段136號","5000000"," "," ","核准設立","20260401023753"
"16764185","紫薇紡織有限公司","臺北市中正區和平西路2段13號","5000000"," "," ","核准設立","20260401023753"
"16766043","杜蓮國際開發股份有限公司","臺北市大同區西寧北路62號1樓、2樓之1、2樓之2、2樓之3、2樓之4、2樓之5、2樓之6、2樓之7","10000000","10000000"," ","核准設立","20260401023753"
"16777766","智瓔股份有限公司","臺北市文山區一壽街56號1樓","23000000","22000000"," ","核准設立","20260401023753"
"16786667","華興盛實業有限公司","臺北市松山區塔悠路289號1樓","10000000"," "," ","核准設立","20260401023753"
"16787201","新野建設開發股份有限公司","新竹市東山里五鄰食品路五七號七樓","35000000","35000000"," ","廢止","20260401023753"
"16787808","佳璟建設股份有限公司","臺北市松山區復興北路527號1樓","50000000","50000000"," ","廢止","20260401023753"
"16791985","碧雲山生物科技股份有限公司","新北市板橋區南雅東路8號9樓之32","10000000","7500000"," ","廢止","20260401023753"
"16793365","家興人力資源顧問股份有限公司","臺北市中正區忠孝東路1段76號8樓之5","90000000","90000000"," ","核准設立","20260401023753"
"16793999","金洋科技股份有限公司","臺北市中正區濟南路2段31之47號","10000000","10000000"," ","核准設立","20260401023753"
"16796399","天品國際股份有限公司","新北市中和區民享街93巷12號","2000000000","1043448300"," ","核准設立","20260401023753"
"16800387","萬榮通運有限公司","屏東縣屏東市豐田里瑞光路二段92號1樓","30000000"," "," ","核准設立","20260401023753"
"16802884","志樹有限公司","高雄市新興區復興一路63號15樓之4","5000000"," "," ","廢止","20260401023753"
"16804047","三麗食品科技股份有限公司","高雄市前金區中華四路273號6樓之1","5000000","5000000"," ","解散","20260401023753"
"16805637","耕耘食品有限公司","高雄市仁武區鳳仁路287之48號","2000000"," "," ","解散","20260401023753"
"16807071","聖塔國際文化事業有限公司","高雄市苓雅區中正里林德街26巷3號","3000000"," "," ","廢止","20260401023753"
"16808825","源宏餐飲科技股份有限公司","高雄市鼓山區青海路143號5樓","10000000","10000000"," ","核准設立","20260401023753"
"16809654","為勝有限公司","高雄市鼓山區文忠路112號17樓","1000000"," "," ","核准設立","20260401023753"
"16811103","利吉蒙特有限公司","高雄市三民區九如一路551號22樓之2","500000"," "," ","解散","20260401023753"
"16811217","育緯管理顧問股份有限公司","高雄市左營區修明街7號2樓","2400000","2400000"," ","核准設立","20260401023753"
"16813989","大牛實業有限公司","高雄市鳳山區忠誠路四號","500000"," "," ","解散","20260401023753"
"16815847","全美冷凍設備企業有限公司","高雄市燕巢區東燕里22鄰中民路163巷101號","3000000"," "," ","核准設立","20260401023753"
"16816732","招遠營造有限公司","高雄市苓雅區自強三路3號35樓之7","3000000"," "," ","廢止","20260401023753"
"16819251","展盛聯合有限公司","高雄市鳳山區鳳南路26號18樓","10000000"," "," ","核准設立","20260401023753"
"16822642","冠彰興有限公司","高雄市三民區鼎金後路91巷35號","5000000"," "," ","解散","20260401023753"
"16827787","悅霖顧問有限公司","高雄市三民區建工路640巷19號","1500000"," "," ","核准設立","20260401023753"
"16829526","薇贏企業有限公司","高雄市前鎮區光華三路271之17號","16000000"," "," ","核准設立","20260401023753"
"16831781","金和裕開發股份有限公司","臺北市中山區南京東路2段206號4樓之1","250000000","250000000"," ","核准設立","20260401023753"
"16846927","聖祖股份有限公司","金門縣金寧鄉盤山村伯玉路2段301號","20000000","20000000"," ","核准設立","20260401023753"
"16855798","展樂實業有限公司","苗栗縣南庄鄉東村大同路38號","5000000"," "," ","核准設立","20260401023753"
"16866444","頎銘有限公司","新北市三重區永吉里四鄰自強路三段八七巷二六號四樓","1200000"," "," ","解散","20260401023753"
"16877245","勝湖企業有限公司","臺中市清水區中社里忠誠路100北巷2弄1-10號","10000000"," "," ","解散","20260401023753"
"16881418","分盈股份有限公司","臺中市西屯區朝馬三街12號1、2樓","27500000","27500000"," ","核准設立","20260401023753"
"16883909","祿鼎豐食品有限公司","桃園市龜山區大崗里20號之(一樓)","6000000"," "," ","解散","20260401023753"
"16891915","網達科技股份有限公司","臺北市中正區八德路1段46號9樓","10000000","10000000"," ","解散","20260401023753"
"16893884","鐳達實業有限公司","臺南市中西區臨安路1段261號2樓","10000000"," "," ","核准設立","20260401023753"
"16895237","琴韻實業有限公司","新北市新店區安康路二段八一號一樓","5000000"," "," ","解散","20260401023753"
"16901250","馥華人力資源管理顧問股份有限公司","苗栗縣頭份市民權里12鄰民族路270號","40000000","40000000"," ","核准設立","20260401023753"
"16904799","志承股份有限公司","高雄市鳳山區中山路六十巷二十四之二號三樓","1000000","1000000"," ","核准設立","20260401023753"
"16908057","作對餐廳經營管理顧問有限公司","苗栗縣苗栗市建功里民族路五九號","1500000"," "," ","解散","20260401023753"
"16909099","鑫瓏企業有限公司","桃園市桃園區大林里桃鶯路178巷8號","1000000"," "," ","核准設立","20260401023753"
"16910841","豐富家實業有限公司","嘉義市西區新西里青年街135號1樓","6000000"," "," ","核准設立","20260401023753"
"16915418","欣田餐飲顧問有限公司","新北市中和區橋安街25號","10000000"," "," ","核准設立","20260401023753"
"16917247","誠富團膳食品有限公司","新竹縣竹北市泰和里中華路六五六號","5000000"," "," ","解散","20260401023753"
"16919202","歐迪工程有限公司","雲林縣斗六市長安里科班三路8號","100000000"," "," ","核准設立","20260401023753"
"16921740","楓林食品有限公司","新北市樹林區武林街十六號之一","5000000"," "," ","廢止","20260401023753"
"16926174","日月莊食品有限公司","苗栗縣通霄鎮內湖里五鄰五二之二四號","6000000"," "," ","解散","20260401023753"
"16928981","喬雅餐飲事業有限公司","臺中市大雅區西寶里雅潭路三段482巷111號1樓","2000000"," "," ","核准設立","20260401023753"
"16929953","廷元清潔有限公司","臺中市北區明德里漢口南一街31號1樓","3000000"," "," ","核准設立","20260401023753"
"16930641","廣美食品股份有限公司","新竹縣竹北市縣政十六街十九號","5000000","5000000"," ","廢止","20260401023753"
"16931655","威鯨體育事業股份有限公司","新竹縣竹東鎮員山里員山路401號1樓","6000000","6000000"," ","核准設立","20260401023753"
"16932649","奇真食品股份有限公司","新北市林口區東林街17之3號","17200000","17200000"," ","解散","20260401023753"
"16933719","樺鳴山企業有限公司","新竹市香山區埔前里牛埔北路37巷89弄12號","2000000"," "," ","廢止","20260401023753"
"16933788","友信海釣有限公司","新北市瑞芳區深澳路一三三︱二號","5000000"," "," ","解散","20260401023753"
"16937546","普大企業有限公司","新北市新莊區中和街一五二號十二樓","10000000"," "," ","解散","20260401023753"
"16942267","九穩實業有限公司","苗栗縣竹南鎮大埔里中埔街三六號二樓","1000000"," "," ","解散","20260401023753"
"16942879","廣珍企業有限公司","新北市三重區中興北街150巷32號","5000000"," "," ","核准設立","20260401023753"
"16948641","塗托食品有限公司","嘉義縣大林鎮明華里中正路209號","41000000"," "," ","廢止","20260401023753"
"16949310","鉅晟服務企業有限公司","新北市中和區連城路四六九巷六五弄一六之三號四樓","1000000"," "," ","解散","20260401023753"
